,title,vote_average,release_date,runtime,genres
336583,The Furious Force of Rhymes,4.0,2010-08-11,84,"Documentary, Music"
772093,Room to Let,0.0,2002-12-05,123,Drama
302070,Every Third,2.0,1980-07-01,74,"History, Drama, War"
43452,The Little Gangster,7.1,2015-04-29,102,"Comedy, Crime, Adventure, Family"
306653,The Pampered Wife,7.0,1996-01-01,90,Comedy
361789,The Crying of the Sea,0.0,2023-10-20,66,Documentary
522054,The House of the Lord,0.0,2023-04-07,64,"Comedy, Horror, Western, Fantasy"
105883,Lotus,5.6,2011-10-13,99,Drama
117717,All or Nothing,5.2,2018-11-29,85,"Comedy, Crime"
185506,Roland the Mighty,5.5,1956-12-06,99,"War, History, Action"
1036200,Mire que es lindo mi país,0.0,1981-11-05,90,Music
119352,The Taverna,6.4,2019-12-01,86,Comedy
212267,Their Algeria,5.0,2021-10-13,72,Documentary
183917,"Aliens, Clowns & Geeks",9.0,2021-01-30,90,"Comedy, Science Fiction"
511390,Maisie Adam: Appraisal,0.0,2024-12-07,70,Comedy
835600,Blue Frontier,0.0,2018-08-05,85,Drama
497218,"Loaded: Lads, Mags & Mayhem",0.0,2024-11-22,88,Documentary
284348,The Lost Forest,3.0,1972-03-07,91,"Drama, Romance, War"
573387,Hirado Pirates,0.0,1955-06-07,98,"Adventure, Drama"
1510,The Number 23,6.402,2007-02-23,101,"Thriller, Drama, Mystery"
89072,The Mystery of Green Hill,6.5,2017-01-26,81,"Adventure, Family, Mystery"
437691,Making of a Soldier,0.0,2018-04-18,70,"Documentary, War, History"
667755,Oasis: Second Night Live at Knebworth Park,0.0,1996-09-01,111,"Music, Documentary"
891580,Girl Shaped Love Drug,0.0,2012-10-01,75,"Drama, Comedy"
923360,Dark Venture,0.0,1956-02-01,84,Adventure
18030,Sunday Bloody Sunday,6.658,1971-07-01,110,Drama
34508,Fires on the Plain,6.143,2015-07-25,87,"War, Drama"
798509,Purple Fog at the Shore,0.0,1981-01-01,103,"Drama, Horror"
4134,Mr. Smith Goes to Washington,7.882,1939-10-19,129,"Comedy, Drama"
150541,Blood Flower,6.667,2022-10-06,102,Horror
20939,21 Nights with Pattie,5.763,2015-11-25,110,Comedy
792071,Naoshima (Dream on the Tongue),0.0,2014-11-15,67,Documentary
202060,Hände hoch oder ich schieße,5.8,1966-02-01,76,Comedy
337718,"Simão, o Caolho",5.0,1952-05-26,101,Comedy
195624,Forever Yours,5.0,2011-11-11,75,Documentary
308998,City Hero,5.0,1985-10-19,96,"Comedy, Action"
998074,Love Like Winter,0.0,2020-06-18,70,Drama
140673,Fire and Rain,5.0,1990-10-26,89,"Drama, TV Movie"
143602,Kamen Rider Agito: Project G4,6.5,2001-09-22,70,"Action, Adventure, Science Fiction"
39470,Sorceress,5.276,1995-01-04,93,"Fantasy, Horror, Thriller"
44453,Charlie Chan in Egypt,7.1,1935-06-04,73,Mystery
719575,THE Shock Eizo Soshuhen 2: Muchakucha Guro! Doga-shu,0.0,2017-06-02,65,Horror
34480,Scalps,4.0,1983-12-03,84,Horror
294246,Misty Beethoven the Musical!,5.0,2004-06-01,127,Music
863755,Winter in the Woods,0.0,1936-07-13,92,Drama
14260,Vicky Donor,6.78,2012-04-20,122,"Comedy, Romance"
15186,Tom and Jerry: Shiver Me Whiskers,6.772,2006-08-21,74,"Family, Animation, Comedy"
270988,Amor Fluido,5.0,2019-12-11,79,Romance
749931,Gisaeng: The Confession of a Flower,0.0,2018-01-25,77,Documentary
78315,War of the Worlds,6.8,2013-10-29,60,Documentary
114488,The Cracksman,6.3,1963-01-01,108,Comedy
3840,Battleship Potemkin,7.64,1925-12-24,75,"Drama, History, War"
6653,Saving Silverman,5.558,2001-02-09,90,"Comedy, Crime, Romance"
229704,The Colony,6.0,1996-07-04,95,"Drama, TV Movie"
31249,The Beast with Five Fingers,6.345,1947-02-08,88,"Thriller, Horror"
205753,Chicago Calling,7.0,1951-12-31,75,"Drama, Thriller"
322405,Blondie Greatest Video Hits,8.0,2002-10-08,60,Music
13875,Bat★21,6.253,1988-07-21,105,"Action, War"
121668,Reflections of Murder,7.0,1974-11-24,97,"Thriller, TV Movie"
127414,Kini & Adams,5.5,1997-05-10,93,Drama
898866,The Bedside Story,0.0,1960-06-23,92,Comedy
639529,Noroi no DVD: Junji Inagawa Special,0.0,2008-01-11,90,Horror
55751,The Killing Tree,4.2,2022-11-01,73,"Horror, Comedy"
161337,Awaargi,8.3,1990-01-26,149,Drama
70616,"Faith, Hope and Charity",6.4,1974-02-14,113,"Drama, Comedy"
69172,Dylan Moran: Off the Hook,7.667,2015-11-30,75,Comedy
520600,Alien Chronicles: USOs and Under Water Alien Bases,0.0,2022-09-13,70,"Documentary, Mystery, Science Fiction"
97904,The Wonderful Land of Oz,2.0,1969-10-31,70,"Fantasy, Music, Family"
308498,Grimewave: Cockface III,2.0,2013-01-01,83,"Comedy, Horror"
110534,Doctor,3.8,2012-10-13,97,"Action, Horror, Thriller"
23855,These Amazing Shadows,7.438,2011-01-22,88,Documentary
690866,Running Dry,0.0,2024-12-14,90,Action
156455,29 Acacia Avenue,5.7,1945-05-01,83,"Comedy, Drama"
624519,Tomas Revy,0.0,1992-12-31,85,"Music, Comedy"
102569,A Man from Boulevard des Capucines,2.1,2010-07-08,110,Comedy
63414,Stolen by My Mother: The Kamiyah Mobley Story,8.4,2020-01-18,88,"Drama, TV Movie, Crime"
117465,Sisters: The Summer We Found Our Superpowers,6.4,2020-08-07,77,"Family, Fantasy, Adventure"
118029,UFC 211: Miocic vs. dos Santos 2,4.2,2017-05-13,180,Action
537750,Al Sigrid Undset Club,0.0,2004-06-16,65,Drama
314419,Minä soitan sinulle illalla,8.0,1954-05-26,77,"Comedy, Romance"
78370,Starfighter,6.8,2015-03-27,125,"TV Movie, Drama"
615381,Human life,0.0,1976-01-01,97,Crime
579457,Take Me to Your Leader,0.0,2008-01-01,71,Comedy
748170,Drought and Lies,0.0,2016-09-28,90,Drama
65013,Manmadhan,5.8,2004-11-12,160,Thriller
168730,Meth,6.3,2006-01-01,79,Documentary
176848,The New World,6.5,2011-10-05,88,Documentary
297980,Sons of the Sea,8.0,2021-03-20,85,Drama
133598,Positive,6.0,2008-05-16,148,"Drama, Thriller"
140000,Just Like Home,5.0,2007-03-30,97,"Drama, Comedy"
17930,How to Eat Fried Worms,6.1,2006-08-25,98,"Comedy, Drama, Family"
88480,Golimaar,6.9,2010-05-27,160,"Action, Thriller, Crime"
156220,Voyeur Confessions,4.0,2001-06-30,95,Drama
92320,Genesis,8.0,2018-04-12,120,Drama
314741,Big Dreams & Broken Hearts: The Dottie West Story,2.0,1995-01-22,120,"Music, TV Movie, Drama"
13690,Support Your Local Sheriff!,6.898,1969-03-26,92,"Comedy, Western"
26808,"Faster, Faster",6.264,1981-03-25,99,"Crime, Drama"
749805,Blu cobalto,0.0,1985-02-01,72,Drama
133020,My Own Breathing,5.5,2000-03-18,77,Documentary
462138,Parde Mein Rehne Do,0.0,2022-05-04,97,"Comedy, Drama"
76205,Single Black Female,6.4,2022-02-05,85,"Thriller, TV Movie"
230544,Where the River Flows,10.0,2016-04-23,110,TV Movie
50873,The Walking Dead,6.526,1995-02-24,88,"Drama, War"
285710,عصابة النساء,6.0,1970-01-01,84,"Drama, Music"
165039,1945,4.3,1994-05-23,86,Drama
960487,"While Our Parents Were Away, My Little Sister and I Spent the Whole Day Fucking Until My Dick Went Bone Dry. Momo Kato",0.0,2019-03-22,120,Drama
160380,Six Gun Law,6.7,1962-12-01,77,Western
86492,Buster's World,5.6,2021-06-17,92,Family
914235,Love and Other Stunts,0.0,2018-04-06,100,Documentary
338241,Challenge of the Super Friends - Attack of the Legion of Doom,1.0,2004-06-01,86,"Action, Animation"
864018,Gemini,0.0,2014-12-17,83,"Thriller, Drama, Horror"
145246,Women vs. Men,5.0,2002-08-04,88,"Comedy, TV Movie"
216277,Nature,5.5,2019-05-29,62,Documentary
114804,O Muro,5.6,2017-10-19,87,Documentary
53355,The Woman in White,5.417,1948-05-07,109,"Drama, Mystery, Romance, Thriller"
174518,The Broad Way,4.7,1931-04-12,91,"Drama, Romance"
163269,Wrong Friends,4.0,2015-04-01,85,Comedy
182213,The Dream Sword,4.5,1979-07-12,93,Action
763694,The Deregistration of the Builders Labourers Federation,0.0,1992-01-01,70,Documentary
766783,"Chocolate, Chewing Gum & Brown Babies",0.0,2010-11-10,95,Documentary
333067,Malaikat Tanpa Sayap,7.5,2012-02-12,104,"Drama, Family"
128581,The Deer,6.0,2018-09-28,88,Drama
287768,Parched,2.0,2005-06-10,90,Drama
673887,Malok'Ila,0.0,2013-01-01,110,"Comedy, Action"
84240,A Haunting in Georgia,5.9,2002-09-18,94,"Action, Thriller"
876269,The Kindness of Strangers,0.0,1998-07-01,90,Documentary
93261,Little Mermaid,6.5,2016-11-02,87,"Drama, Fantasy, Romance"
23300,Underworld,6.948,1927-08-20,87,"Drama, Crime, Romance"
137844,Who's Afraid of the Wolf,7.2,2008-12-04,90,"Comedy, Romance"
134810,Exhausted,5.2,2008-10-03,128,Horror
82832,And Then Came Love,5.7,2007-01-01,90,"Comedy, Romance"
193188,10000 Maniacs: MTV Unplugged,8.5,1993-06-01,73,Music
25042,On the Fringe,6.8,2022-10-07,103,Drama
949262,Railroad Workers,0.0,1947-12-26,108,Drama
30058,Summer of 8,6.33,2016-04-26,88,"Drama, Comedy"
78658,The Ride to Hangman's Tree,4.5,1967-05-01,90,"Action, Romance, Western"
197820,Black Coffee,7.5,1973-08-02,70,"Crime, Thriller, TV Movie"
929204,Atomic Blue: Mexican Wrestler,0.0,1999-03-14,64,Comedy
947507,Cuando calienta el sol,0.0,1963-05-02,80,"Comedy, Romance"
180938,Hold That Kiss,6.5,1938-05-13,79,"Romance, Comedy"
1023236,The Ghost House,0.0,2017-06-30,90,"Thriller, Horror"
212572,Amber Cops,6.5,2021-10-07,90,Comedy
304206,Post Truth Times,7.0,2018-04-03,103,Documentary
1017787,Megh Roddur,0.0,2013-02-14,138,Romance
107177,On Trial,7.7,1954-06-04,110,"Crime, Drama"
171658,The Last Illusion,6.3,1949-04-19,106,Drama
99853,The Last Five Days: 10 Years Later,5.0,2021-07-09,99,"Adventure, Thriller"
1009770,Freddy klarar biffen,0.0,1968-10-28,84,Comedy
143755,Five Guns to Tombstone,4.5,1961-01-07,71,Western
680276,"Stone Temple Pilots - House of Blues, LA 2000",0.0,2000-03-15,78,Music
210745,Scary Bride,5.0,2020-10-13,73,"Comedy, Horror"
156217,Killer Bitch,4.3,2010-05-03,91,Thriller
701376,Theory of Education and Uliyana,0.0,2011-01-01,67,Documentary
11627,Sometimes They Come Back,5.841,1991-05-07,97,"Horror, TV Movie"
389492,Delbanco,0.0,1990-01-01,75,Documentary
429113,Fester,0.0,2024-10-30,83,Thriller
504769,Holy Dilemma,0.0,2022-06-09,80,Documentary
517483,ぐそみるく3,0.0,2003-04-19,120,Horror
182560,Seven Miles from Alcatraz,5.8,1942-11-18,62,"Drama, Thriller"
73081,1939,5.0,1989-12-23,193,"Drama, War"
80851,Love Torn in Dreams,7.7,2000-08-28,123,"Drama, Fantasy"
166526,Joni Mitchell - Both Sides Now - Live at the Isle of Wight Festival 1970,7.3,2018-09-14,76,Music
952155,The Retirement Party,0.0,2011-12-01,60,Romance
797433,Cavie,0.0,2009-12-10,105,Horror
361505,Tiffany the Doll,0.0,2022-09-30,73,"Horror, Science Fiction, Comedy"
188628,The Treasure of His Youth: The Photographs of Paolo Di Paolo,7.0,2021-10-23,108,Documentary
329624,"Chips, the War Dog",7.0,1990-03-24,92,"Adventure, Family, Comedy"
771977,Prague Romance,0.0,1998-01-01,86,Romance
476821,Where the Bears Are 7,0.0,2018-11-01,129,Comedy
934546,Hawkwind: The Solstice at Stonehenge 1984,0.0,1993-01-01,60,"Documentary, Music"
98746,America: A Tribute to Heroes,6.0,2001-09-21,120,Music
487203,Husband,0.0,1988-12-29,107,Drama
180152,Cancer is Curable NOW,10.0,2011-03-01,104,Documentary
97000,The Forest,5.4,2002-11-01,105,"Drama, Romance"
35040,A Paris Education,6.086,2018-04-18,136,Drama
105311,Pope John XXIII,6.2,2002-01-01,208,History
535095,Maruhi sennyû: Gyaku soap tengoku,0.0,1992-10-23,60,Comedy
18041,Kaili Blues,7.158,2016-03-23,113,"Drama, Mystery"
755948,Temptation,0.0,1936-07-26,97,Drama
594897,"Potential History of Francesc Tosquelles, Catalonia and Fear",0.0,2021-01-01,135,Documentary
20601,Allegro Non Troppo,7.085,1976-03-12,85,"Fantasy, Animation, Drama, Comedy, Music"
87509,Caged Heat 3000,3.063,1995-01-01,85,Science Fiction
278379,Hadda Padda,4.0,1924-01-01,84,Drama
770342,Deep in the Mountain,0.0,1967-12-09,95,Drama
792451,Love Me Love Me Not,0.0,1981-11-05,91,Romance
180719,Teenage Little Sister,7.0,2018-06-13,101,Romance
753911,Né,0.0,1975-11-05,82,Drama
852119,Coração do Brasil,0.0,2013-04-19,84,Documentary
106197,Two Escape from Sing Sing,5.2,1964-08-22,95,Comedy
290438,Ashley,3.0,2017-01-13,103,"Thriller, Romance"
3104,The Darkest Hour,5.282,2011-12-22,89,"Horror, Action, Thriller, Science Fiction"
817378,The Red Goodnight,0.0,2018-09-15,82,"Drama, Crime, Thriller"
528399,"""Well Senior, Did You Miss The Last Train!? Will You Stay At My House?”",0.0,2022-06-14,120,Drama
440103,The bad tempered man,0.0,1956-05-07,110,"Drama, Crime"
768653,Life Study,0.0,1973-01-25,99,"Romance, Drama"
80796,Aakrosh,7.167,1980-01-01,144,Drama
137399,The Burning of the Imperial Palace,6.0,1983-09-20,88,History
280785,Strangers,4.0,2022-04-29,118,Drama
430574,Vladimir Central,0.0,2023-04-27,115,Documentary
64032,Toying with the Holidays,6.885,2021-12-18,84,"TV Movie, Comedy, Romance"
939582,Nehéz kesztyük,0.0,1957-01-01,90,Drama
610045,The Fourth Movement,0.0,2017-10-14,116,Drama
209227,My Sweetie,5.0,2004-09-11,100,"Romance, Comedy"
243477,Beyond the Clouds,6.0,2017-06-01,120,Drama
167917,D' Lucky Ones!,7.2,2006-04-15,106,"Drama, Comedy, Romance"
142616,Karachi,4.4,1989-02-23,92,"Drama, Thriller, Crime"
45977,Call Me Madam,6.3,1953-03-25,113,"Comedy, Music, Romance"
510096,Holostars 1st Act Journey to Find Stars!!,0.0,2022-08-31,110,Music
457933,Çapar,0.0,2022-07-11,98,History
89102,No Way Out,5.4,2008-12-11,97,Drama
790718,Touched,0.0,2017-09-15,78,"Mystery, Drama"
136448,Snow & Ashes,3.2,2010-05-16,110,"Drama, Thriller, War"
785228,Mezarcı,0.0,2017-08-11,88,"Drama, Comedy"
37815,North 24 Kaatham,7.5,2013-09-14,125,"Adventure, Comedy, Family"
874347,Steve Earle Transcendental Blues Live,0.0,2002-09-24,70,Music
7156,Timbuktu,6.948,2014-12-10,96,"Drama, War"
7374,A Few Best Men,5.746,2011-10-14,97,Comedy
200324,After Season,7.2,2006-03-31,89,Drama
1459,Harry Potter 20th Anniversary: Return to Hogwarts,7.302,2022-01-01,103,Documentary
369067,The Three Wise Men Four 1 Wise Man Finale,0.0,2024-11-20,80,"Comedy, Documentary"
98286,Mister Deathman,4.0,1977-01-01,93,Action
57769,The Old Lady Who Walked in the Sea,5.9,1991-09-18,98,"Comedy, Crime, Drama"
39870,Pornostar,6.25,1998-10-10,98,Crime
69220,My Year Without Sex,5.083,2009-05-28,96,"Comedy, Drama"
77915,Paradise,5.9,2014-10-08,70,Documentary
720036,The Golden Ivy,0.0,1981-01-01,113,Drama
269317,Miranda:  Morecambe & Wise and Me,1.0,2017-01-01,90,Documentary
913759,Daddy's Dungeon,0.0,2016-03-02,123,"Thriller, Fantasy"
8106,Alone in Berlin,6.712,2016-02-15,103,"War, Thriller, Drama"
256764,Extreme Skiing - The Inagural 1991 US Championship,9.0,2011-09-12,60,Documentary
788024,Morgen,0.0,2017-09-14,100,Drama
170734,Le braghe del padrone,5.8,1978-09-07,95,Comedy
357962,Filthy Asian Babes,0.0,2018-01-15,94,Drama
511665,Belgrade 1999,0.0,2010-11-27,80,Documentary
189767,El rápido de las 9.15,5.0,1941-09-11,90,Drama
318017,The Hidden,8.0,2005-11-04,125,Drama
72681,Campus Code,4.5,2015-09-22,110,"Action, Science Fiction"
190033,Berozgaar,6.5,2010-09-10,108,Comedy
341896,Wolfman Chronicles: A Cinematic Scrapbook,8.0,1991-02-02,60,"Documentary, Horror"
12287,To Be or Not to Be,6.8,1983-12-16,107,Comedy
93516,Father of Four: In the City,6.1,1956-11-12,95,"Comedy, Family"
10355,Trouble in Paradise,7.477,1932-10-30,83,"Comedy, Crime, Romance"
13984,A Woman as a Friend,5.3,2014-02-27,88,"Romance, Comedy"
167364,Catching Haider,5.0,2015-05-08,91,Documentary
454612,Travels Inside Foreign Heads,0.0,2022-02-24,120,Drama
931791,You Dance with the Summer,0.0,2010-09-11,123,Drama
94523,The Envy of Gods,5.786,2000-10-15,135,"Romance, Drama"
634,A Good Day to Die Hard,5.3,2013-02-06,98,"Action, Thriller"
4291,Ida,7.255,2013-10-25,82,Drama
6933,In Safe Hands,7.437,2018-12-05,112,Drama
989851,"I am My Films, Part 2 - 30 Years Later",0.0,2010-06-28,98,Documentary
59491,The C-Word,5.9,2015-05-03,90,"TV Movie, Drama"
319566,Seagulls Fly Low,5.0,1978-11-01,97,"Thriller, Crime, Action"
324357,The Good Man,8.0,2012-01-01,75,Drama
582405,Murder at First Swipe,0.0,2024-02-13,95,"Documentary, Crime"
26227,They Wait,5.282,2007-09-06,89,"Horror, Mystery, Thriller"
343324,Johnny Cash: Man in Black  -  Live in Denmark 1971,10.0,2006-07-11,60,Music
530271,Charmed Forces,0.0,1987-01-01,81,Comedy
870012,Hell's Angels: Crimson Roar,0.0,1977-10-01,77,Drama
175269,Le Olimpiadi dei mariti,7.3,1960-10-27,87,Comedy
88317,"Seven Women, Seven Sins",5.8,1986-04-19,109,Drama
178259,DTC –Yukemuri Junjo Hen– from HiGH&LOW,5.2,2018-09-28,102,Comedy
70499,Vanina Vanini,6.227,1961-10-12,127,Drama
423696,The Himp: Adventures of The Dragon Moon,0.0,2023-05-09,85,"Comedy, Adventure"
73173,Soul Reaper,2.682,2019-04-17,88,Horror
147632,The Forest,4.8,2011-04-14,98,"Horror, Thriller"
33057,Little Big Women,7.276,2020-11-06,123,"Drama, Family, Romance"
885320,Blazing Barriers,0.0,1937-06-29,65,"Adventure, Drama"
918093,Island of Love,0.0,1978-01-01,107,Drama
93375,L'Anniversaire,4.3,2005-09-21,100,Comedy
318011,All About Women,2.0,1969-06-03,82,Drama
964068,Motel,0.0,2021-09-18,70,"Comedy, Crime, Drama"
883589,Desert Phantom,0.0,1936-03-09,60,Western
168154,Gold Coast,7.3,1997-09-28,109,"Thriller, Drama, Crime, TV Movie"
985909,Sonrisas de Chile,0.0,1970-06-08,108,Comedy
283514,"Die Bücher, die Hitler nicht verbrannte",8.0,2023-04-18,91,"Documentary, History"
722520,Not Burma Anymore,0.0,2016-07-02,70,Drama
280585,Farishta,10.0,2023-03-09,150,"Family, Drama"
139442,The Militant,5.5,2013-09-10,120,"Drama, Family"
919199,Courage & Patience & Grit: Great Big Sea in Concert,0.0,2006-11-14,115,Music
214771,The Extreme Fox,6.25,2013-12-06,90,"Fantasy, Action, Comedy"
715376,Boghach Khan Son of Dirse Khan,0.0,2000-01-01,74,"Drama, TV Movie"
28486,The Auschwitz Report,6.24,2021-03-18,95,"Drama, History, War"
177790,Thottal Poo Malarum,4.8,2007-08-03,146,"Action, Romance"
146612,Magic Fire,5.8,1955-06-30,95,"Drama, Romance"
39637,Bottled Life: Nestle's Business with Water,6.5,2012-01-26,90,Documentary
753768,Tohai: The Movie,0.0,2013-05-18,109,Drama
827962,True Otaku,0.0,2011-06-25,85,Documentary
33124,More Than Miyagi: The Pat Morita Story,7.079,2021-02-01,90,Documentary
60260,Gorgoroth: Black Mass Krakow 2004,8.7,2008-10-06,60,Music
289570,Death of a Whistleblower,6.0,2023-09-09,127,Drama
71538,Beyond Boundaries: The Harvey Weinstein Scandal,6.091,2018-08-21,94,"Documentary, Crime"
516134,Petualangan Singa Pemberani Atlantos 2,0.0,2016-12-29,100,"Animation, Adventure"
996400,Kees de Jongen,0.0,2012-01-27,90,"Music, Drama, Comedy"
71869,The Lost Footage of Leah Sullivan,6.045,2018-10-20,84,"Horror, Mystery, Crime, Thriller"
171242,Curse of the Stone Hand,1.7,1965-03-03,67,"Horror, Drama"
70854,A Time for Dying,5.8,1969-09-15,73,Western
327089,Public Enemy - Live From  Metropolis Studios,10.0,2015-09-04,79,"Documentary, Music"
53963,The Pope Must Die,4.8,1991-06-21,96,Comedy
23386,Dinosaur Hotel,5.2,2021-06-11,80,"Horror, Science Fiction, Mystery"
155903,Scandal,6.3,2013-04-17,102,"Drama, War"
251762,Waldbühne 2017 | Legends of the Rhine,8.0,2017-10-20,90,Music
462636,Made in Mexico,0.0,2022-05-02,76,"Comedy, Crime"
55413,iMurders,3.618,2008-08-09,98,"Drama, Horror, Mystery, Thriller"
983994,Love and Blood,0.0,1972-07-12,95,"Action, Crime, Drama"
474837,Chūshingura Urabanashi: Nakazō Kyōran,0.0,2000-12-21,91,"TV Movie, Drama"
105595,Alleged,4.833,2010-09-09,91,"Drama, History, Romance"
100223,Battle Taxi,5.3,1955-01-03,82,"Drama, War"
802161,Sharma ji ki lag gayi,0.0,2019-03-15,122,Comedy
167403,Strangers,5.5,2001-09-19,90,"Drama, Drama, Romance, TV Movie"
45664,Cherry Crush,4.652,2007-02-16,89,"Crime, Drama, Mystery, Thriller"
95423,Tadap,7.0,2021-12-03,126,"Action, Romance"
211372,The Dwarfs,5.0,2002-11-01,104,"Drama, TV Movie"
134426,What's So Bad About Feeling Good?,7.5,1968-05-24,94,Comedy
521345,Prophets of Change,0.0,2022-10-12,98,"Documentary, Music"
291558,Eluka Majaaka,8.0,2016-02-26,132,Comedy
107006,Madhura Naranga,5.9,2015-07-17,145,"Comedy, Drama"
199316,The Sounding,8.5,2017-03-10,93,"Drama, Mystery"
248704,Kanjirutsu chinko: Yari-hōdai!,2.0,2017-01-27,70,Drama
174630,So This Is College,4.3,1929-11-08,98,"Comedy, Drama, Romance"
23363,Come September,6.8,1961-01-01,112,"Comedy, Romance"
239428,Ana,10.0,2020-10-02,111,Documentary
844569,Fable,0.0,1965-01-27,74,"Drama, TV Movie"
322296,Uzhaikkum Karangal,6.0,1976-05-23,166,Drama
460367,Vent'anni,0.0,1949-01-01,95,Comedy
283979,Blue,4.0,2015-10-22,97,"Drama, Mystery, Romance"
92715,Darklands,4.6,1996-11-16,90,Horror
1033798,Nós Passarinhos,0.0,2021-09-29,76,Drama
19731,Hana & Alice,6.909,2004-03-13,135,"Drama, Comedy, Romance"
60497,Doña Herlinda and Her Son,5.1,1985-11-11,90,"Comedy, Romance"
83213,A Simple Story About Murder,5.3,2016-10-21,86,"Crime, Thriller"
270394,Danny,2.0,2020-08-01,95,"Thriller, Crime"
484031,Tony,0.0,2013-08-09,134,Thriller
982048,Mosquita muerta,0.0,1946-04-23,94,"Comedy, Music"
162299,Shock! Shock! Shock!,3.7,1987-01-01,60,"Comedy, Horror, Thriller, Science Fiction"
38546,Little Rose,6.833,2010-03-12,118,"History, Drama, Romance"
228214,Reon,6.0,2018-02-24,100,"Comedy, Fantasy, Romance"
146969,Probable Cause,5.7,1994-11-20,90,"TV Movie, Action, Crime, Drama"
800480,Where In The Hell Is The Lavender House: The Longmont Potion Castle Story,0.0,2019-10-26,95,Documentary
178880,Rage: 20 Years of Punk Rock West Coast Style,6.0,2001-07-08,67,Documentary
48988,Killbird,5.8,2019-06-23,84,Thriller
802091,Adventures of Jojo,0.0,2018-12-21,124,"Adventure, Drama"
